,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Taken_product
6005,207,1,29438,6,3,10,50,2372,1,0,23,0,3,0,5,0
10860,395,1,25079,19,4,6,58,4317,2,0,36,0,1,1,6,0
7443,357,0,22341,1,3,6,43,10684,2,1,20,0,3,1,21,0
9347,249,1,32557,10,3,1,72,5441,1,0,32,0,4,0,13,0
6183,241,1,7642,7,3,14,104,6937,4,0,19,0,2,1,10,0
7329,250,1,18523,2,3,14,89,2443,1,0,17,0,4,0,4,0
6246,319,0,5012,4,3,1,60,9365,1,0,25,0,3,0,8,1
10208,248,1,40149,15,4,6,51,6710,7,0,34,0,2,1,11,0
6222,236,1,43124,7,4,6,50,7152,1,1,21,0,3,0,11,0
5500,219,1,15474,1,1,10,45,9769,5,0,21,0,3,1,12,0
4949,376,1,11094,1,4,11,65,3930,7,0,18,0,4,1,11,0
3204,211,1,18561,1,4,3,85,3537,4,0,20,0,3,0,10,1
1317,202,1,45395,1,2,3,53,2379,0,1,14,0,3,0,6,0
4476,271,1,41861,11,3,3,108,6541,1,0,19,0,3,0,14,0
6503,235,0,35430,5,4,0,84,3767,9,0,23,0,2,1,10,0
2980,265,1,16283,1,2,10,84,1996,1,0,17,0,3,1,4,0
3402,256,1,9072,21,4,3,81,5396,2,0,22,0,4,0,13,0
4398,263,1,10090,1,4,3,70,3036,2,0,20,0,4,1,4,0
7452,162,0,30495,6,3,0,77,2935,1,1,29,0,2,0,1,1
9794,213,0,27812,2,1,0,64,5127,4,0,28,1,2,0,9,0
3246,241,1,31756,1,3,3,98,5539,2,0,24,0,3,1,18,0
5449,256,1,38777,1,4,2,63,2785,1,0,20,0,4,0,8,1
7597,266,1,16460,2,4,0,93,5967,6,0,20,0,2,1,13,0
4784,211,1,10673,1,4,3,104,5306,3,0,20,0,4,0,14,0
7851,237,0,5606,3,3,6,81,2087,1,0,23,1,3,1,1,0
2941,368,1,9801,1,1,3,66,5184,1,0,30,1,4,1,18,0
3970,233,1,11450,1,2,3,44,10833,2,0,30,0,1,1,17,0
3439,249,1,42597,1,4,11,48,7148,1,0,19,0,4,0,10,0
7400,367,1,21917,1,2,0,101,5385,9,1,22,0,4,0,23,1
8501,218,1,20307,27,3,6,49,4887,0,0,30,1,2,1,6,0
4820,226,1,11128,1,3,3,55,6134,3,0,30,1,3,0,16,0
9610,253,1,22946,5,3,0,49,7182,6,0,31,0,3,1,12,0
3599,211,1,28780,1,4,7,110,4955,2,0,26,0,2,0,8,0
4982,219,1,23030,27,3,7,76,4388,5,0,22,0,1,1,19,0
7943,279,1,23664,1,3,10,46,5240,0,0,19,0,1,1,10,0
1709,240,1,18025,1,3,3,62,3730,0,1,14,0,4,0,4,1
10662,269,1,26476,9,4,0,122,6593,11,0,39,0,3,0,17,0
5541,257,1,22899,10,4,2,103,5118,1,0,19,0,2,1,9,0
7744,237,1,16805,7,2,6,40,4315,1,0,18,0,2,1,13,0
4327,219,1,4791,1,3,3,97,5429,1,0,18,0,1,1,9,0
7923,198,1,40122,8,3,14,49,5337,6,0,21,0,3,0,6,1
8184,263,1,49003,9,1,0,76,5724,1,0,32,1,1,0,6,0
3377,227,1,14504,1,1,11,71,3031,0,0,22,0,1,0,7,0
10803,160,1,47722,10,1,6,48,1061,3,1,18,0,4,0,7,1
6735,288,1,34206,1,3,0,59,6484,1,0,17,0,2,1,14,0
9333,162,1,47720,10,1,6,48,1069,3,1,30,0,4,0,2,1
11740,277,1,40170,26,4,0,48,8898,2,1,29,0,3,0,14,0
6498,199,1,6306,2,1,6,70,3433,7,0,16,0,3,0,6,0
7754,222,1,45506,17,2,6,88,4569,1,0,15,0,4,1,10,0
7158,278,1,48417,10,3,0,98,8326,7,1,17,0,4,1,15,0
1237,240,1,33740,1,2,3,34,6735,6,0,15,0,2,0,10,1
6931,334,0,13409,1,5,1,83,4775,7,0,19,0,3,1,11,0
9012,274,1,19507,23,2,0,68,5986,4,1,28,0,1,0,15,1
5838,241,1,8223,1,4,7,74,2316,2,0,21,0,2,1,4,0
11628,232,1,33124,9,3,6,101,1137,1,0,33,0,3,0,6,1
7175,311,1,27870,4,1,1,86,10459,0,1,18,0,4,1,23,0
10741,325,1,11213,24,3,6,67,7459,1,1,35,1,4,1,12,0
2652,270,1,31290,1,4,7,33,4374,0,0,15,0,3,0,4,0
6200,212,1,48204,2,3,0,81,4490,1,1,17,0,1,0,5,0
7302,271,1,52154,11,4,6,55,2665,7,1,19,0,3,1,5,0
5987,199,1,8408,5,3,1,53,5752,1,1,19,0,4,0,6,1
3804,308,1,31746,1,2,3,110,2152,8,0,23,0,1,1,11,1
5027,331,1,21910,1,3,7,62,5975,11,0,22,0,4,0,17,0
10137,209,0,45450,5,2,0,63,2436,2,1,32,0,3,0,11,0
8098,206,1,9286,29,2,6,89,4974,8,0,24,0,4,0,7,1
6915,241,1,48942,8,2,6,101,2112,9,0,26,0,4,0,8,0
10600,243,1,3752,2,3,5,80,6476,4,0,20,0,4,0,15,0
8525,299,1,17231,12,3,6,75,5298,4,0,24,1,3,0,7,0
7300,312,1,22476,1,3,0,87,2788,3,0,31,1,1,1,12,0
9644,323,1,6627,29,3,6,74,4329,6,0,35,0,1,0,22,0
9989,214,1,17066,8,3,6,102,3569,9,0,30,0,1,0,7,0
2668,247,1,18550,16,3,3,36,5368,1,1,25,1,3,1,7,0
8809,228,1,48235,13,2,10,55,4029,4,1,22,0,1,1,10,0
6678,256,1,35603,25,3,6,66,2319,4,1,23,1,2,0,5,1
8351,288,1,51174,11,3,6,103,3641,4,0,21,0,1,0,8,0
284,195,1,17360,11,2,7,60,4741,1,1,13,0,3,1,5,0
9291,290,1,52371,10,3,6,101,9883,4,0,39,0,3,1,20,0
10982,248,1,17482,3,4,6,108,6790,3,0,26,0,3,1,14,0
3782,211,1,52011,12,1,3,85,2566,1,1,19,0,4,0,3,1
8324,210,0,27767,2,1,0,51,5074,3,0,25,1,2,0,8,0
6727,263,0,23427,1,3,6,104,5346,0,0,30,1,3,0,14,0
3174,249,1,28492,14,3,7,65,2478,6,1,21,0,3,1,13,1
8162,333,0,37881,27,3,0,87,10832,8,0,19,0,3,1,18,0
7517,237,1,46868,5,3,0,48,9426,2,0,22,0,3,1,12,0
4424,212,1,3653,24,3,3,63,2080,5,1,21,0,2,0,14,1
4779,234,1,14330,1,4,3,55,2707,2,1,19,0,4,0,6,0
10552,248,1,4536,2,1,14,98,2247,5,0,30,0,4,0,12,0
500,240,1,22610,1,4,3,92,6322,1,1,12,0,4,1,6,0
10683,260,1,48382,4,4,1,91,6601,11,0,31,0,1,1,9,0
7271,290,1,49147,1,3,0,66,2865,4,0,25,0,1,0,20,0
8034,309,1,23036,10,4,1,76,9716,2,0,18,0,2,1,11,0
3064,234,1,8745,1,4,3,88,6212,6,1,23,0,2,0,17,1
6199,249,1,20590,8,2,14,72,5238,1,1,16,0,4,0,13,0
7849,255,1,42565,8,4,1,47,7115,0,0,23,0,4,0,6,0
6462,308,0,27692,2,2,6,46,4253,1,0,34,1,4,1,8,0
3471,242,1,35670,1,2,3,51,11212,5,0,22,0,4,0,17,0
802,247,1,33950,1,3,3,3,4302,0,0,17,0,3,1,4,0
5352,271,1,11408,10,4,2,70,7152,3,0,22,0,1,0,17,0
6165,287,1,48030,1,3,0,45,2120,1,0,17,0,2,0,17,0
7176,230,1,38223,10,3,6,76,9677,9,0,25,0,2,0,9,0
7373,164,1,13691,15,2,0,102,1238,1,0,25,0,4,0,0,0
8988,298,1,24626,1,4,0,74,8755,5,0,38,1,3,0,18,0
11247,311,1,16073,16,2,0,88,3613,11,0,31,0,2,1,6,0
10212,273,1,42883,7,4,0,72,5263,1,1,21,0,4,0,14,0
6167,296,1,24092,23,4,0,89,5755,9,0,25,0,2,1,10,0
5051,241,1,13306,1,2,3,61,6565,1,0,26,0,4,1,10,0
6318,272,1,44666,16,3,0,84,7639,4,1,20,0,3,0,10,0
5592,272,1,31326,1,4,7,47,4430,1,0,18,0,3,0,10,0
11231,239,1,39867,6,3,14,66,4676,1,0,18,0,1,1,16,0
5008,212,1,31183,1,4,7,53,4430,7,0,21,0,4,0,13,1
6614,176,1,7602,8,1,0,104,2456,1,0,18,0,1,1,4,0
7724,218,1,10652,9,4,0,95,5257,1,0,28,0,4,0,7,0
9977,273,1,7313,8,4,0,78,4200,1,0,29,0,4,1,15,0
462,255,1,9030,21,4,3,74,5337,1,0,12,0,4,0,10,0
6075,290,1,10161,21,3,0,75,3570,1,1,15,0,1,1,8,0
5920,271,1,16249,4,2,10,79,1958,1,0,19,0,3,1,1,0
9744,275,1,25764,6,1,0,85,3558,1,1,27,0,4,0,7,0
480,225,1,15680,12,4,3,74,2033,1,0,18,0,3,1,1,1
10103,219,1,41389,1,3,0,101,2105,1,0,18,0,3,1,13,0
9482,159,1,17550,2,3,6,72,2107,2,0,29,0,4,0,6,1
4937,242,1,32560,10,3,11,63,5445,3,0,16,0,4,0,18,0
1842,262,1,26425,1,4,3,97,6540,9,0,19,0,3,0,10,0
1999,285,1,28945,1,4,3,33,7625,0,0,13,0,3,0,10,0
5478,212,1,10156,1,2,7,48,2603,7,0,19,0,3,0,10,1
9068,291,1,35643,1,2,6,106,3972,3,0,30,0,1,1,23,0
7209,230,1,12329,6,1,6,92,2810,1,0,20,0,4,0,1,0
9434,206,0,31090,5,2,6,102,2421,2,1,23,0,1,1,14,1
6198,213,1,42706,5,3,0,90,2488,1,1,24,0,2,0,4,0
3627,272,1,32875,1,4,7,94,2567,6,0,30,1,3,0,21,0
9394,267,1,6411,1,4,0,90,3332,4,0,31,0,3,0,16,0
9787,309,1,11566,1,4,0,108,2445,3,0,33,1,3,1,9,0
11287,212,1,4772,17,4,0,67,2463,2,1,26,0,4,0,16,1
8234,307,1,3757,10,3,14,91,6857,7,0,18,0,2,1,7,0
10780,293,1,12726,1,1,0,64,2680,4,0,25,0,4,0,14,0
7932,307,0,27688,2,2,6,44,4250,1,0,29,1,4,1,8,0
8621,170,1,11798,7,1,1,34,2687,1,0,25,0,2,0,1,1
8204,345,1,51006,7,3,6,92,4485,4,1,27,0,3,1,7,0
8933,188,1,39497,18,1,0,72,2841,1,0,25,0,3,1,11,0
6186,247,1,31718,7,3,0,101,5495,1,0,20,0,3,1,13,0
6908,312,1,44914,5,5,6,102,2138,2,1,20,0,1,0,7,0
9793,271,1,28639,1,3,6,79,5414,2,0,25,0,2,1,15,0
365,345,1,40040,1,4,7,3,5258,2,0,14,0,3,0,7,0
6981,251,1,28847,5,2,0,78,5885,3,0,18,0,1,1,12,0
3443,257,1,48926,1,5,3,50,2746,1,0,21,0,4,1,15,0
10927,254,1,10536,1,3,0,78,2378,0,0,26,0,2,1,7,0
6230,324,1,19045,2,1,14,59,2699,0,1,20,0,3,1,4,0
5593,272,1,36434,1,2,3,88,6883,8,0,29,1,1,1,19,0
6702,267,0,35111,2,2,0,103,4044,2,0,21,0,4,0,5,0
3259,242,1,20612,1,2,2,71,5285,2,1,16,0,4,0,19,0
6760,248,0,4072,13,3,10,81,2751,1,0,23,1,3,1,2,0
6713,208,1,6976,6,3,0,60,2550,1,0,24,0,3,1,4,0
862,330,1,3885,17,3,3,74,2290,2,0,13,0,4,0,6,0
7195,276,1,15059,2,4,10,82,6972,4,1,32,1,4,1,15,0
10673,177,1,8902,11,3,6,53,2313,1,0,35,0,4,1,10,0
8612,326,0,28256,17,3,14,49,2443,9,1,28,0,4,1,6,1
11530,304,1,27767,1,3,0,102,6533,1,1,34,0,4,1,16,0
5461,332,1,13451,1,5,11,90,4821,8,0,18,0,3,1,16,0
9576,254,1,38865,29,4,6,80,4082,10,0,23,0,2,0,14,0
4852,272,1,22259,10,4,7,47,10029,1,0,19,0,4,0,13,0
10709,231,1,49044,3,3,0,79,2144,6,0,27,0,3,1,12,0
993,187,1,48020,18,1,3,93,6232,2,0,11,0,2,0,6,0
10941,358,1,8750,2,2,1,56,4603,0,1,37,1,1,1,11,0
1101,240,1,28840,1,2,3,67,5878,3,0,12,0,1,1,12,0
5524,362,1,38810,15,4,10,80,2423,8,0,22,0,4,1,16,0
5659,220,1,15028,1,3,11,66,2816,3,0,17,0,3,0,6,1
11627,224,1,41065,3,3,6,94,2922,2,0,36,0,4,1,4,0
202,255,1,30730,10,4,7,43,3815,1,1,17,0,4,1,5,0
6723,198,1,48445,3,4,6,90,4432,1,0,33,1,2,1,8,0
9360,218,1,22929,1,2,0,86,2276,7,1,25,0,4,0,17,1
8409,273,1,23106,7,1,0,80,2410,1,0,16,0,1,1,1,0
10601,346,0,43761,7,3,0,116,5271,1,0,40,0,1,1,28,0
7424,279,1,4624,6,3,0,66,3044,3,0,24,0,2,0,5,0
11329,262,1,38781,9,4,14,66,2793,1,0,24,0,4,0,8,1
580,262,1,13440,1,4,3,72,2572,1,0,16,0,2,1,3,0
9423,345,1,8873,2,3,0,106,2343,3,0,25,0,4,0,7,0
6077,319,1,32418,21,2,6,48,5270,2,0,27,0,2,1,11,0
9175,200,1,32700,1,3,0,77,5368,1,0,25,0,2,1,13,0
7634,204,0,17371,11,2,6,71,4748,1,1,24,0,3,1,5,0
6565,202,0,44910,1,3,6,57,4304,1,0,24,0,2,0,7,0
5489,294,1,38164,1,3,3,43,8419,5,0,30,0,4,0,19,0
9859,260,1,38797,9,4,14,67,2789,1,0,32,0,4,0,9,1
9299,185,0,45094,7,3,0,71,2943,2,1,28,0,4,1,11,1
3257,391,1,25350,1,4,7,94,4996,3,0,23,0,1,0,13,1
1132,300,1,4130,14,2,3,84,4639,1,0,15,0,3,1,5,0
6753,280,1,32098,6,4,0,70,2747,1,0,25,0,3,1,7,0
8741,293,1,49150,1,3,0,64,2866,4,0,20,0,1,0,20,0
8862,201,1,47541,25,3,0,59,2352,3,0,35,0,3,0,7,1
10049,310,1,12959,8,2,0,103,6568,3,1,32,0,2,1,18,0
479,180,1,45045,1,3,3,55,2886,1,1,16,0,4,1,6,1
5035,339,1,32583,1,3,11,85,10803,6,1,22,0,3,1,22,0
9342,292,1,42912,10,2,0,94,4746,4,0,36,0,1,0,9,0
5768,234,1,37797,10,2,7,95,6631,4,1,15,0,4,1,15,0
405,187,1,24080,1,3,7,91,4031,5,0,13,0,3,1,6,1
11380,226,1,15480,8,1,10,48,9775,5,0,32,0,3,1,12,0
7881,251,1,35637,3,2,0,42,11162,3,0,18,0,4,0,10,0
3671,152,1,38431,11,3,7,103,2659,2,1,19,0,1,0,4,1
6801,218,0,27690,1,4,6,50,2164,0,1,22,0,3,0,5,0
9502,246,1,41494,1,3,0,88,2392,7,0,38,1,3,0,7,0
3702,196,1,12011,1,3,3,70,2092,7,1,23,0,2,1,15,1
6210,334,0,19572,10,4,0,94,5260,1,0,21,0,2,1,9,0
3766,286,1,15186,1,3,12,42,2887,2,0,23,0,4,1,11,0
2577,285,1,31080,10,4,12,71,6077,3,0,11,0,3,0,10,0
5003,272,1,23700,1,3,10,42,5278,0,0,25,0,1,1,13,0
6050,207,1,40506,17,3,14,58,3070,0,1,26,0,4,1,6,0
11403,248,1,42040,1,4,14,85,4144,5,0,28,0,2,1,12,0
6975,252,1,20625,28,4,0,89,5217,1,1,22,0,2,1,15,0
8878,244,1,22977,7,4,0,68,5980,3,0,39,1,4,1,13,0
6751,188,1,34443,17,2,0,108,2213,1,0,22,0,1,1,1,1
6584,272,1,30876,3,4,0,101,7832,6,0,17,0,2,1,12,0
6057,148,1,10613,2,3,0,51,1108,1,0,28,1,3,0,1,1
1433,187,1,48370,1,2,10,85,4907,0,1,22,1,2,1,6,0
3160,272,1,48895,1,2,3,68,5956,8,0,27,0,4,0,22,0
6705,221,1,25137,8,1,6,90,5063,1,1,24,0,3,1,10,0
3359,227,1,49030,1,3,3,60,2141,6,0,26,0,3,1,13,0
5471,182,1,29083,13,2,3,83,2083,3,0,19,0,3,1,4,0
3738,248,1,35636,25,3,7,66,2363,6,1,25,1,2,0,9,1
8611,288,1,29164,18,3,6,71,5814,3,1,23,0,3,1,15,0
2710,292,1,27720,1,3,3,77,6472,1,1,15,0,4,1,9,0
9089,277,1,49146,6,3,0,58,3274,2,0,30,0,3,1,18,0
5938,241,1,22937,7,4,0,56,5920,3,0,28,1,4,1,10,0
9261,329,0,51642,5,2,10,110,2157,5,0,40,0,4,1,10,0
3168,264,1,33073,1,3,11,103,8842,2,0,20,0,1,0,17,0
11310,359,1,16328,1,3,14,98,3480,9,0,30,0,3,1,23,0
11605,276,1,15093,2,4,10,86,7027,4,1,31,1,4,1,17,0
9368,330,0,27178,15,3,0,68,6861,4,0,31,0,3,1,9,0
7453,261,1,23279,6,4,10,49,4814,1,0,21,0,3,0,16,0
11572,253,1,30388,8,4,0,104,3192,6,0,32,0,2,1,21,0
4157,181,1,20374,1,3,7,75,4460,1,0,23,0,4,1,11,0
7627,297,1,11280,7,2,6,50,5617,1,1,32,1,3,1,8,0
5704,308,1,15695,1,3,3,90,6922,5,0,15,0,1,0,18,0
5680,256,1,17926,1,2,3,43,6078,7,0,19,0,1,0,11,0
1217,180,1,20335,1,3,7,62,4401,1,0,16,0,4,1,5,0
1638,285,1,24570,1,4,3,59,8686,4,0,22,1,3,0,12,0
11101,293,1,4598,2,2,1,47,7405,8,0,31,0,3,0,13,0
9451,342,1,34547,8,4,0,79,2873,4,1,38,1,3,1,12,0
3296,317,1,46650,1,4,10,106,6841,4,0,30,1,2,0,16,0
10181,208,0,38409,6,3,10,76,2608,1,0,39,0,1,1,12,0
10928,200,1,20449,4,1,1,104,4316,3,0,25,0,1,0,8,0
4990,264,1,13475,1,4,3,79,2615,3,0,25,0,2,1,11,0
4562,399,1,50305,1,2,11,42,2346,4,1,27,1,4,1,22,0
7783,353,1,39381,10,3,1,99,9081,2,1,26,0,3,1,15,0
9340,371,1,28630,2,1,1,70,8183,5,0,33,0,4,0,17,0
4309,211,1,51663,13,2,11,93,9911,5,1,23,0,4,0,13,1
11263,274,1,28643,1,3,6,80,5416,2,0,28,0,2,1,12,0
3399,309,1,17864,1,4,10,70,6864,4,1,24,0,1,0,14,0
8101,387,1,5079,1,3,0,105,6350,0,0,24,0,1,1,19,0
10574,201,0,17400,11,2,6,76,4801,3,1,32,0,3,1,13,0
2971,331,1,51100,10,4,10,54,6505,4,1,20,0,4,0,15,0
7964,203,0,31052,5,2,6,96,2373,1,1,17,0,1,1,8,1
7266,205,1,5502,1,3,6,100,2874,0,0,19,0,4,0,8,0
8543,294,0,5191,2,3,6,49,2445,1,0,27,1,2,0,4,0
5422,233,1,23383,1,4,3,60,1399,2,0,15,0,2,0,6,1
8256,258,1,46203,20,3,14,97,2590,0,0,29,0,4,0,2,0
11242,237,0,37155,1,3,0,66,2356,3,1,35,0,1,0,4,1
7411,295,0,22860,29,5,0,55,2414,1,0,17,0,4,0,10,0
843,195,1,48440,1,4,7,82,4420,1,0,22,1,2,1,8,0
3194,219,1,43679,20,2,11,55,6972,3,0,26,0,4,1,17,0
5661,226,1,34299,15,2,11,101,7198,4,0,18,0,1,1,19,0
8814,198,1,40848,5,3,10,39,2972,0,0,25,0,4,0,5,0
9058,245,1,49085,4,2,0,71,3990,3,0,25,0,1,1,14,0
8055,297,1,31615,2,5,0,51,7886,0,0,26,0,4,0,9,0
5552,339,1,35564,1,5,7,58,5814,3,1,21,0,1,0,20,0
6008,172,1,20797,2,1,14,110,2529,0,0,26,0,3,1,3,0
6768,268,1,42423,8,2,1,83,10380,4,1,14,0,2,1,16,0
11576,306,1,21604,2,2,0,116,3438,6,0,30,0,4,1,11,0
10275,314,1,46325,2,4,0,70,2870,3,0,21,0,4,0,9,0
11599,202,1,20075,10,3,6,63,4735,1,0,33,0,1,0,12,0
4486,264,1,27194,1,4,11,41,4354,1,0,24,0,2,0,22,0
8693,221,1,20730,7,3,0,67,2067,3,0,25,0,2,0,11,0
4394,339,1,13120,20,3,3,60,4908,8,0,25,0,3,0,12,0
3821,241,1,46094,1,2,3,53,5056,4,1,26,0,4,0,14,0
40,262,1,16240,1,2,10,75,1951,1,0,12,0,3,1,1,0
10469,293,1,48353,9,2,0,83,2337,3,0,34,0,3,0,4,0
6950,217,0,16351,7,3,0,59,4910,0,0,24,0,4,0,5,0
9823,196,1,33255,1,3,14,97,3284,6,0,24,0,2,1,13,0
3007,339,1,46913,1,3,3,69,9771,2,0,24,0,3,1,29,0
7140,250,1,33363,5,4,14,77,2725,2,0,18,0,2,0,12,0
2750,277,1,43365,1,2,10,89,4071,2,0,13,0,3,0,19,0
6128,281,1,35605,1,2,6,93,3923,2,0,22,0,1,1,17,0
7901,297,1,4941,3,3,5,53,6397,9,0,22,0,3,1,12,0
11612,355,1,24751,2,2,0,96,8636,4,0,30,0,3,1,17,0
2262,247,1,28945,29,4,7,54,4508,1,0,22,1,2,0,14,1
3037,211,1,4241,1,3,7,54,4273,3,0,19,0,2,0,13,0
10178,243,1,37820,10,2,6,99,6634,4,1,32,0,4,1,11,0
9031,237,1,29057,1,1,0,104,8524,1,0,38,1,3,0,16,0
11384,305,1,47008,9,2,6,69,5532,2,0,20,0,4,0,10,0
4222,248,1,30388,1,4,3,103,3203,7,0,22,0,2,1,20,0
4339,324,1,20136,11,3,3,43,7557,3,0,25,0,2,1,15,0
2168,262,1,42665,18,3,7,86,4601,1,0,16,0,2,0,5,0
11469,266,1,39599,3,3,0,80,5496,1,0,20,0,3,1,12,0
8191,184,1,16704,24,3,6,52,3607,8,0,30,1,4,0,6,0
3106,309,1,16316,14,3,3,63,2499,6,0,22,0,1,1,17,0
7897,327,0,32665,19,3,6,60,2770,6,1,23,0,4,0,7,1
3355,256,1,10407,1,2,11,44,2410,2,0,27,0,4,1,4,1
1198,247,1,18550,16,3,3,36,5368,1,1,25,1,3,1,7,0
5912,232,1,4382,9,2,6,92,2217,1,0,22,0,1,0,10,0
9784,260,1,17787,15,2,6,90,6176,2,0,24,0,4,0,16,0
915,157,1,8785,10,2,3,45,2625,1,0,20,1,3,0,2,1
4423,256,1,47145,19,2,7,103,2721,1,0,16,0,3,1,8,0
6089,350,1,22546,1,4,6,101,9408,7,0,20,0,3,1,17,0
5888,295,0,7572,23,3,0,48,9532,0,0,33,1,2,0,10,0
9512,254,1,17464,3,4,6,109,6791,2,0,31,0,3,1,14,0
4126,264,1,30842,12,4,10,47,4626,3,1,29,1,1,0,20,1
7112,266,1,47960,27,4,0,56,6892,2,0,23,0,2,1,17,0
3116,250,1,4739,1,3,3,105,2558,2,0,18,0,1,0,13,0
8494,237,0,25037,2,4,10,64,5337,7,0,20,0,4,0,10,0
2849,202,1,46795,22,3,12,58,2863,1,0,12,0,1,0,1,1
9389,279,1,50238,8,4,0,97,7644,1,0,26,0,2,0,15,0
9721,374,1,33952,2,2,14,96,2610,5,0,31,0,3,0,14,0
8775,259,1,17538,15,2,6,99,4887,0,1,16,0,1,1,10,0
5074,271,1,49912,14,1,3,79,6630,2,1,23,0,1,1,25,0
7858,270,1,35601,6,4,0,88,6650,1,0,24,0,2,0,17,0
7759,326,0,18630,29,2,0,102,4568,2,0,23,0,2,1,19,0
10853,200,1,30960,26,1,6,47,6237,3,0,36,1,2,0,6,0
6911,357,1,13201,9,3,1,64,10103,4,0,18,0,1,1,28,1
3267,295,1,40720,1,2,7,50,5291,6,1,21,0,1,0,12,1
9351,249,1,35678,3,2,0,62,11220,5,0,34,0,4,0,17,0
7031,216,1,20306,27,3,6,42,4886,0,0,24,1,2,1,6,0
9676,157,1,28226,3,3,0,113,3096,2,0,27,0,1,0,9,0
4684,159,1,34894,1,2,7,105,3270,3,0,29,0,1,0,10,0
10537,262,1,16499,2,4,0,96,6011,6,0,34,0,2,1,19,0
4869,310,1,17855,1,4,10,76,6855,2,1,24,0,1,0,13,0
10293,253,0,48762,3,4,0,71,2959,1,1,22,0,3,0,11,0
2528,255,1,27650,24,4,7,40,4599,0,1,23,1,3,0,16,1
6942,337,0,41758,2,1,6,92,10220,5,1,29,0,2,0,16,0
5235,219,1,25177,1,1,7,88,5108,1,1,22,0,3,1,12,0
8687,220,1,41030,3,3,6,81,2859,1,0,27,0,4,1,1,0
6119,244,1,18031,1,3,0,65,3733,0,1,22,0,4,0,4,1
7032,164,1,19115,5,1,6,109,3120,1,0,29,0,3,0,3,0
10033,187,1,15001,7,3,0,113,2327,2,1,39,1,2,1,9,1
1102,270,1,40495,1,4,3,70,2644,3,1,21,1,4,0,7,0
9769,303,1,18392,18,2,0,48,4577,1,0,23,0,1,0,18,0
1113,240,1,42000,1,4,2,62,4087,4,0,14,0,2,1,9,0
1079,292,1,38115,1,3,3,32,8376,4,0,18,0,4,0,9,0
7845,208,1,49706,2,1,1,92,3051,0,0,22,0,2,1,5,1
9940,293,1,15355,16,3,0,107,4248,4,0,25,0,2,0,14,0
6378,175,1,21146,6,1,6,79,2776,0,0,31,1,4,0,3,0
1817,352,1,45815,1,1,7,99,2976,3,0,19,0,1,0,5,0
4360,308,1,22503,1,3,3,91,2839,4,0,26,1,1,1,15,0
6300,225,1,34513,3,4,6,103,11944,1,0,23,0,3,0,10,0
3651,219,1,31757,10,3,3,102,2448,6,1,30,1,3,0,12,1
5683,166,1,45337,1,1,7,90,2458,3,1,29,0,3,0,6,1
444,360,1,5705,1,5,11,37,4051,2,0,14,0,1,1,14,0
7008,278,0,45575,6,4,0,87,5567,3,1,25,0,4,1,9,0
10318,344,1,16732,7,4,6,69,10305,3,0,27,0,4,1,28,0
7892,292,1,5883,1,3,0,89,7864,4,1,21,0,4,0,10,0
670,202,1,21630,1,3,3,76,2318,1,0,19,0,3,0,1,0
11634,290,1,27460,7,4,6,96,4340,5,1,40,1,3,1,23,0
8277,273,1,15019,2,4,0,61,5416,9,1,18,0,4,0,18,0
3450,406,1,13937,19,4,7,94,10773,3,0,18,0,3,1,21,0
4961,293,1,4973,1,3,12,57,6439,10,0,26,0,3,1,17,0
9826,374,0,51665,28,2,0,113,4336,5,0,33,1,1,0,23,1
5015,287,1,16520,12,3,3,57,6342,3,0,24,0,3,1,17,0
11112,260,0,35163,2,2,0,112,4079,3,0,19,0,4,0,7,0
179,285,1,48300,1,2,3,75,2288,1,0,12,0,3,0,2,0
5913,304,1,31335,5,3,14,59,2098,3,0,23,0,3,1,19,1
99,330,1,17115,23,3,7,67,2042,4,0,12,0,3,1,17,0
11292,268,0,7042,18,2,0,78,9428,2,0,28,0,3,0,18,0
3139,286,1,37974,29,3,2,61,6306,3,0,29,0,1,1,16,0
6190,236,1,3713,2,3,5,73,6418,3,0,23,0,4,0,9,0
4941,242,1,35665,1,2,3,47,11215,3,0,25,0,4,0,16,0
6613,202,1,37313,2,2,6,35,5479,1,0,19,0,2,0,8,0
1518,345,1,42385,1,4,11,98,5772,4,1,21,1,3,0,14,0
252,217,1,23275,15,3,3,60,2340,1,0,19,0,1,0,6,0
5102,241,1,17475,1,4,7,101,6780,3,0,15,0,3,1,14,0
4822,346,1,52007,18,3,7,93,4866,2,0,19,0,3,1,24,0
10859,281,1,50245,8,4,0,91,7638,3,0,33,0,2,0,16,0
2968,332,1,16728,1,4,7,47,10288,4,0,20,0,4,1,28,0
6771,340,1,39105,2,1,0,75,2020,1,0,21,0,4,1,10,0
8958,197,1,33618,28,3,0,60,8702,2,0,39,0,4,0,12,0
8001,363,1,8725,2,2,1,39,4544,0,1,34,1,1,1,8,0
7545,282,1,10154,21,3,0,68,3568,1,1,21,0,1,1,8,0
7483,318,1,28074,9,1,0,102,8193,3,1,19,0,3,1,12,0
